y	x
1693	145
1690	1927
1692	1335
1691	1675
1691	1454
1687	1052
1689	1724
1685	1996
1683	991
1684	266
1683	1403
1682	1949
1682	196
1679	752
1680	4
1675	2111
1677	1696
1678	1816
1678	511
1671	326
1674	1309
1673	2222
1671	1797
1671	320
1671	1921
1673	1598
1670	545
1665	73
1666	1515
1668	1276
1662	90
1661	49
1661	1821
1659	1369
1657	640
1658	1765
1658	1667
1657	1209
1655	1909
1656	1117
1653	2377
1654	1475
1654	973
1650	2451
1650	1939
1650	848
1650	1627
1648	1333
1649	478
1647	401
1647	114
1647	812
1647	518
1645	421
1642	1854
1642	1524
1640	93
1641	66
1641	2058
1636	1148
1634	1713
1631	1013
1630	881
1624	1817
1623	1867
1624	1286
1624	494
1623	1343
1615	156
1614	1454
1615	1190
1611	1660
1607	602
1606	473
1606	178
1602	1695
1603	1945
1601	95
1604	370
1600	331
1598	1989
1598	864
1594	1306
1593	703
1595	158
1591	1575
1588	1509
1587	1105
1580	268
1576	17
1573	2428
1574	949
1573	611
1572	714
1568	1066
1564	1790
1565	1567
1564	1248
1563	2328
1555	957
1551	1832
1550	673
1549	1973
1550	1394
1547	51
1537	1785
1536	1265
1532	1143
1531	609
1532	526
1526	1550
1527	659
1526	4
1528	485
1523	1355
1513	1037
1511	2300
1508	425
1510	875
1499	2367
1499	1604
1497	775
1497	6
1495	1143
1490	986
1497	612
1488	1223
1486	364
1482	494
1478	550
1475	270
1471	1025
1471	1529
1467	1194
1462	2278
1459	1358
1450	505
1449	1157
1447	1004
1442	219
1442	779
1437	1059
1430	671
1428	1204
1431	1142
1424	1317
1425	855
1422	935
1417	1346
1420	430
1415	2419
1413	1054
1407	781
1403	760
1399	2106
1389	2414
1386	308
1367	502
1365	367
1359	450
1355	86
1353	161
1342	30
1324	1796
1317	2305
1320	1896
1312	2396
1317	2362
1315	1593
1312	2343
1316	1384
1300	219
1299	2441
1299	1999
1298	1533
1294	1849
1291	1677
1285	2416
1286	1385
1282	1556
1278	1891
1275	1278
1271	2441
1272	1858
1273	1339
1267	2482
1266	2330
1265	1510
1264	1844
1265	1628
1263	2073
1264	1714
1257	1589
1256	1887
1256	1789
1254	2009
1248	2371
1246	1400
1245	1740
1244	1444
1241	2349
1240	1232
1238	1264
1233	1523
1234	2250
1232	1907
1231	2277
1228	1978
1226	2376
1223	2356
1223	1495
1218	1881
1218	350
1218	1235
1217	1620
1214	1533
1218	286
1215	1839
1212	1750
1213	1565
1208	2423
1207	2331
1206	2112
1206	2014
1206	1019
1203	1774
1204	1701
1203	1798
1198	2265
1200	1475
1198	1921
1188	2026
1187	1596
1189	1355
1187	2399
1186	2291
1187	1855
1185	1940
1183	2236
1182	2340
1183	244
1184	153
1178	1636
1176	1915
1175	2257
1175	1985
1173	2114
1172	1794
1174	312
1171	1868
1172	2216
1169	1671
1168	1895
1168	1577
1166	1753
1167	391
1165	2036
1163	1444
1161	1977
1163	735
1159	1717
1162	432
1159	1538
1158	2005
1154	1660
1154	1915
1154	187
1151	2130
1152	2170
1149	789
1148	2331
1148	922
1147	961
1145	1810
1146	1353
1144	1461
1145	25
1141	2075
1142	1576
1150	1940
1142	1605
1138	1852
1132	432
1133	2032
1129	1927
1130	1717
1131	1658
1130	2053
1129	1999
1130	162
1128	2150
1127	1757
1126	1907
1125	2295
1125	2076
1124	1951
1123	2270
1121	383
1118	637
1119	2108
1118	1857
1117	1700
1120	1479
1118	1015
1117	1533
1117	1117
1119	248
1114	987
1112	1831
1111	2038
1112	93
1111	471
1112	1592
1107	956
1108	843
1105	29
1107	1790
1105	1654
1105	574
1106	1943
1106	1450
1102	886
1101	1731
1101	8
1099	507
1099	446
1097	2087
1097	925
1095	533
1095	1878
1091	608
1092	427
1093	1645
1092	2133
1091	658
1093	158
1088	1859
1091	1149
1087	1619
1086	1934
1085	51
1085	1705
1087	1063
1084	2043
1086	1675
1082	857
1081	70
1076	914
1070	1938
1076	1271
1071	1896
1070	713
1071	997
1067	267
1065	656
1062	1939
1064	1839
1065	1536
1062	1594
1062	941
1062	754
1061	1484
1061	1131
1062	1717
1061	2378
1055	1870
1055	1453
1056	33
1056	2059
1054	1926
1054	1819
1054	1644
1055	1180
1053	5
1052	731
1049	1765
1047	957
1047	207
1045	681
1045	790
1046	187
1044	833
1042	2259
1043	898
1042	521
1040	1891
1040	1679
1039	1586
1037	592
1040	1088
1037	1722
1036	1228
1035	633
1033	990
1035	2221
1033	1949
1033	857
1035	2355
1032	274
1030	1918
1027	2535
1027	1977
1027	2029
1027	407
1026	89
1026	140
1024	935
1023	1815
1022	1776
1023	1705
1023	1641
1023	1420
1022	1382
1022	468
1024	1835
1021	1566
1021	1858
1020	913
1017	538
1015	2420
1013	2335
1013	2101
1013	1057
1011	652
1011	4
1008	956
1009	1544
1008	1518
1008	1132
1009	1095
1010	838
1007	1675
1008	2302
1008	1020
1003	1445
1004	885
1004	1176
1001	1315
1001	704
1001	38
1000	1601
1001	90
1000	437
997	1942
996	1072
994	926
994	1816
991	1644
990	276
991	824
989	989
988	491
986	2334
985	848
984	1616
985	377
984	1865
984	1556
981	1242
979	1022
978	215
979	2295
984	1582
978	1116
976	1717
975	1460
977	1084
975	1652
978	1314
973	2364
972	1951
973	1830
971	1623
972	333
969	987
972	634
969	955
967	1895
967	1053
966	2242
968	892
964	1381
963	1257
960	818
959	1506
961	616
959	122
957	80
955	1125
956	39
955	471
954	1858
955	1336
953	763
953	408
953	175
953	1703
950	1665
951	1579
949	1202
949	235
949	1176
947	1047
946	1775
947	1739
946	94
943	1555
939	1275
944	1601
943	1621
939	1150
941	1269
940	601
938	1876
940	664
937	1841
937	1495
936	1672
936	1224
933	49
934	738
932	30
931	1955
933	775
930	2402
930	1646
930	410
936	1805
929	432
929	1711
927	883
925	1591
924	1052
921	1335
917	29
920	1566
921	693
921	178
919	1285
917	1195
916	1105
915	496
915	252
914	542
912	1522
912	2376
910	428
913	145
912	294
909	30
908	1015
910	994
910	1709
910	1255
907	74
907	1634
907	1749
906	1453
907	338
906	94
906	1179
902	2008
903	1851
905	950
900	1116
901	1682
898	2338
899	1888
897	1210
897	236
893	2441
894	1052
893	1520
891	482
889	702
889	1805
886	1376
887	523
888	185
887	17
888	2230
886	979
886	2359
885	1170
879	2001
877	1103
879	1488
879	407
876	278
876	56
874	2284
873	866
870	135
869	2329
867	1630
869	2302
865	1598
867	1331
866	580
865	11
863	2468
863	220
863	1514
863	2419
863	1468
865	462
860	1438
859	1033
859	725
853	600
852	1006
853	909
848	194
845	2522
845	1103
846	240
844	16
846	435
844	149
843	837
839	1230
839	653
840	690
839	315
834	1180
835	1567
828	1629
830	102
827	728
826	1152
825	1323
823	1269
823	1112
823	285
822	2457
819	769
818	188
817	925
816	1034
816	401
814	2431
815	91
814	888
815	210
809	1076
811	377
807	520
809	981
805	70
806	32
804	646
803	1416
800	1392
795	150
791	189
786	496
780	695
778	2552
778	581
772	93
773	1191
768	985
765	178
760	420
762	235
761	1229
759	282
757	199
754	572
749	220
745	49
741	115
740	2
739	191
734	2547
734	87
732	665
719	165
705	18
688	1657
683	2202
674	2144
671	1853
668	2172
665	1724
656	2145
650	2244
650	1528
651	2011
644	1866
645	1751
647	1328
645	1706
639	1965
634	1280
633	1937
631	1884
627	2147
629	1352
624	2193
624	2030
623	1995
620	1863
620	1700
619	1736
620	1580
616	1497
616	1472
615	2128
613	2512
609	92
607	971
605	1978
603	1308
602	728
601	2236
604	1346
601	2429
598	1723
596	1965
597	1917
595	1777
595	760
595	1629
595	295
592	2129
594	1873
592	2073
587	2006
584	1509
583	2194
583	1734
582	1255
579	219
577	2166
582	410
578	2482
577	2064
578	1851
579	1477
577	1357
578	1148
575	1440
575	2220
572	749
572	1183
571	1046
574	823
572	1966
569	2547
570	2248
570	2009
569	844
567	1027
568	877
567	1637
565	1711
561	1265
564	637
563	459
564	196
558	712
557	1758
561	1530
563	1938
555	1809
559	1078
554	2327
552	2131
549	1995
551	293
548	1049
548	1684
549	1423
547	1181
546	488
542	210
546	1957
544	955
543	1474
544	982
542	2485
539	1571
540	1285
537	2147
538	2093
537	172
537	2073
536	1922
538	618
534	264
535	213
532	1996
535	1736
534	363
525	2161
526	187
525	969
525	876
526	125
520	1906
521	1787
521	412
522	233
520	466
519	1964
522	1338
519	637
517	2204
518	272
520	87
516	2097
518	1814
515	2131
518	1934
514	945
514	575
513	1235
514	1718
512	1400
512	792
509	1023
508	2238
508	1996
508	58
508	366
508	2053
503	2118
504	728
504	309
504	38
503	1950
504	1296
503	1193
502	343
503	237
501	764
501	1512
502	1462
498	2178
499	1901
500	1777
499	1137
501	2388
497	1044
498	437
496	1070
492	2072
492	1371
489	2238
489	983
487	64
488	1998
488	1117
487	906
485	2113
484	1149
485	598
487	2257
480	1635
481	1208
480	686
483	194
477	47
478	2214
478	959
477	265
479	103
477	2022
479	843
475	2171
475	420
473	2128
474	244
472	2304
471	1035
472	649
469	315
473	2045
466	202
463	1941
463	1068
463	367
461	291
462	161
458	1791
457	2186
457	440
455	1881
456	264
456	476
453	2173
455	1464
451	1916
452	1180
448	1312
447	346
447	1319
447	246
446	73
446	1853
445	385
445	1492
446	723
444	2204
445	1692
445	1210
443	2458
442	2427
443	1265
442	1149
441	2126
439	1995
439	283
439	2083
439	1964
438	313
436	48
434	2058
436	1121
432	2108
432	1036
432	456
431	426
430	986
430	587
431	177
429	1231
428	2237
425	1186
426	27
424	2046
424	1810
425	1192
423	1068
423	226
422	1981
421	1340
420	2194
419	1010
418	510
419	1952
418	394
418	249
415	2075
415	833
416	418
418	295
415	335
413	487
411	2301
410	60
410	2044
409	1476
409	374
409	2270
407	987
407	79
406	2113
403	1906
402	1709
402	203
400	265
402	2455
398	2172
401	1245
398	1229
397	887
399	514
394	1977
398	1274
396	410
397	2204
394	1890
393	350
393	2260
391	1019
389	1958
386	2296
385	1197
385	71
386	453
385	368
384	2237
386	1126
385	313
383	973
381	475
382	109
383	1680
382	1063
381	2459
381	2086
378	428
380	2061
378	89
378	1487
378	1176
377	14
375	1839
375	53
373	1595
373	1017
372	2409
372	1241
372	784
372	245
370	743
368	2003
369	1329
367	1217
369	284
369	1931
369	202
367	379
361	923
364	604
361	1819
361	1001
362	1355
359	2263
358	2346
357	1712
357	1524
354	109
354	2369
353	1884
354	1279
353	1039
354	761
354	497
352	1945
351	892
351	703
350	364
347	2076
349	475
347	346
346	302
346	796
344	139
343	10
342	2235
343	1126
344	2462
339	2258
339	2057
337	1249
339	689
337	396
336	1954
336	2007
335	1988
337	1406
334	1869
333	1156
333	2123
334	747
333	289
331	2206
331	2108
333	597
331	359
331	1215
330	32
331	1335
328	2405
328	1900
325	1835
326	1463
324	2334
325	2173
325	1289
329	1670
326	1736
321	538
322	171
321	792
320	2485
319	1855
319	2237
319	1932
320	629
318	1364
317	1071
315	2302
316	2031
315	1975
314	1891
316	2275
314	1533
315	1232
313	425
314	394
315	4
312	1395
311	911
310	1178
309	1273
306	2073
308	1308
305	1331
305	2326
304	1917
304	1805
302	2016
299	2142
299	1837
300	1518
300	316
300	2106
297	1980
297	2302
299	1574
299	1432
297	887
299	768
296	1948
296	1458
292	1075
291	1541
291	732
286	1335
286	1284
285	1782
284	2065
282	427
281	1990
284	1137
281	2442
281	291
282	1474
281	1936
280	1395
277	362
277	1430
273	2192
272	2049
273	1295
275	786
270	2237
270	2215
271	2157
272	850
269	1524
271	1238
268	1217
266	1561
263	1846
260	868
254	2034
255	1426
253	730
252	524
251	395
247	1919
249	1226
245	846
242	1822
242	1756
243	1030
243	630
240	1872
241	2201
238	705
236	2046
236	1566
236	1344
236	1086
233	2145
233	2026
232	1101
231	905
232	725
231	586
229	2068
228	525
225	405
226	1468
226	760
223	1667
224	2011
214	543
214	1553
211	999
209	1307
210	1033
207	1847
209	1702
208	329
206	970
204	772
203	1057
203	1975
197	2062
198	370
197	1650
197	1477
196	832
197	347
195	1769
195	1449
189	1559
189	1353
185	559
174	902
172	1662
166	416
161	965
157	1351
154	1782
153	1022
151	879
145	479
142	803
135	962
133	1392
119	629
114	751
113	660
112	859
95	945
96	988
93	1014
80	1063
80	700
71	1328
