y	x
1358	2027
1358	1898
1357	2401
1360	916
1358	2110
1359	873
1354	2277
1355	831
1353	2148
1350	1742
1349	2536
1349	1851
1349	1951
1346	2303
1343	2013
1340	2330
1336	2089
1334	2493
1333	2117
1331	1950
1325	2077
1326	962
1324	450
1321	2231
1320	873
1318	2026
1317	2358
1311	2108
1309	2056
1308	2409
1306	2376
1306	1917
1301	2019
1300	837
1299	2074
1294	1935
1295	2133
1293	1708
1291	1779
1290	1698
1288	2056
1289	2343
1289	2209
1287	1935
1285	1865
1286	1908
1284	2174
1283	2408
1280	2079
1283	468
1280	2387
1279	2251
1275	1702
1280	429
1272	1879
1274	857
1271	1856
1273	1821
1271	1070
1271	2486
1266	1785
1264	1720
1266	2262
1264	2286
1261	2128
1259	1913
1259	1899
1256	2008
1257	1883
1258	712
1258	644
1256	2414
1254	2058
1251	1851
1253	791
1249	1775
1246	2263
1249	1625
1249	2468
1243	2042
1241	1752
1243	1868
1242	2007
1243	2091
1241	2431
1238	2060
1234	1997
1233	909
1233	886
1232	2189
1227	2117
1230	2114
1229	2283
1231	2169
1230	1913
1229	1767
1227	1949
1227	1860
1221	2331
1219	498
1216	1777
1215	1849
1214	2365
1213	1895
1212	1782
1213	1939
1211	1701
1210	1818
1210	836
1206	1750
1206	1914
1204	1874
1205	1960
1201	2317
1201	903
1202	2382
1200	2081
1196	2534
1194	861
1195	2254
1192	2430
1191	2155
1188	2113
1189	2073
1184	2278
1182	2273
1182	1657
1181	2346
1174	931
1181	363
1171	2422
1168	1796
1169	2138
1168	1964
1166	1731
1166	2024
1167	1049
1161	2442
1157	2046
1157	1895
1157	1849
1152	850
1154	256
1155	1876
1152	2026
1153	2008
1155	891
1153	2064
1149	1699
1149	845
1142	595
1144	1917
1141	2418
1142	2190
1140	862
1139	1855
1134	2035
1138	1957
1137	597
1134	1885
1132	2257
1134	749
1129	2032
1126	1995
1130	493
1126	828
1120	831
1122	1836
1121	950
1118	2400
1115	2196
1116	1961
1111	1793
1111	568
1109	1900
1108	878
1104	1662
1104	922
1102	1941
1099	1743
1102	2022
1102	2179
1102	527
1100	2117
1101	795
1095	501
1095	1978
1092	2050
1093	2328
1094	1860
1088	2273
1087	1999
1088	903
1088	1909
1083	2024
1082	1951
1081	1851
1085	1832
1083	862
1087	805
1085	749
1079	1651
1077	1950
1080	2117
1077	2044
1079	953
1071	2008
1076	1885
1072	2055
1071	2135
1068	2177
1069	2073
1065	1865
1063	1650
1065	919
1063	509
1064	1920
1059	1583
1058	862
1061	663
1055	1972
1060	1036
1053	2107
1052	2071
1051	2031
1050	1991
1048	1648
1049	2006
1049	2145
1050	1849
1050	2314
1047	1713
1047	1788
1047	576
1047	804
1044	2276
1044	2047
1043	1889
1042	1682
1045	1109
1042	2399
1038	1977
1036	1908
1039	1163
1032	985
1028	952
1024	1966
1024	1092
1021	1670
1020	2269
1019	2421
1017	2049
1015	1699
1017	2242
1014	2064
1010	2256
1013	2184
1010	2085
1011	1941
1011	1632
1010	498
1009	2016
1007	2095
1006	1621
1009	1059
1006	1790
1004	2032
1001	1647
999	2070
1001	2275
1000	1910
1000	1599
998	1583
991	1657
990	2235
990	1857
987	541
986	2444
985	2200
984	2080
985	2325
979	1675
979	744
978	2130
975	1750
976	1569
976	488
975	2000
974	1798
971	1635
969	1614
972	2020
965	1522
967	694
964	2121
964	1959
964	1597
961	2101
958	1728
955	1659
955	919
953	1937
951	463
952	1875
951	2173
950	2146
945	1782
943	1778
940	1895
943	1571
940	2115
941	2503
936	1889
937	2370
934	507
936	484
935	2091
929	2052
927	1701
926	1718
924	892
923	2010
922	570
920	1937
914	1965
916	1641
915	1679
914	2097
911	1755
912	1868
911	1550
908	2317
905	1927
906	2439
904	1521
905	2166
901	1670
900	1643
895	1594
899	548
894	1864
894	860
895	816
892	1766
889	1681
886	1926
883	1699
883	629
881	1806
881	1948
876	1808
878	1968
877	1767
875	2073
873	2046
874	709
870	2019
868	841
865	1730
862	878
862	1943
858	446
852	1984
848	1710
849	1631
849	2243
850	1740
850	2134
846	1822
843	1500
843	1838
846	463
842	2016
837	1686
835	1656
839	2082
836	693
833	1985
833	2052
831	1771
830	2191
830	2210
829	1797
825	1491
823	1839
825	713
823	799
818	1971
817	1968
821	1876
823	1562
822	2009
816	797
819	1962
816	466
812	1781
806	1555
803	1605
799	792
799	2048
798	1664
796	1519
795	1940
794	1743
792	1789
790	1816
783	702
789	2230
784	1615
774	1508
775	1715
766	482
768	476
765	1978
764	1864
764	1771
761	1469
759	1614
760	1450
761	2266
760	1584
754	388
749	2060
746	1978
745	820
749	579
745	1549
743	1892
741	1567
740	1613
741	1655
739	1979
737	1723
734	735
739	618
729	2102
732	1866
732	1818
722	1482
725	860
723	797
719	1984
718	1854
720	703
715	1669
715	2162
715	2021
711	1853
710	1969
710	1597
710	1901
704	1586
702	1535
705	1698
703	1503
701	842
697	1042
693	1956
694	818
695	1625
693	1594
691	1496
691	1819
689	2087
687	2023
686	1066
684	992
683	1985
685	1702
685	1517
685	1025
683	876
683	793
680	1616
682	670
675	1669
674	1342
674	2165
673	1646
671	899
674	735
670	1977
666	1056
666	2047
666	807
665	847
666	1764
665	878
663	1031
661	644
659	1588
660	1010
659	985
660	721
657	740
651	780
650	1479
651	1752
649	663
646	1591
644	1402
645	782
640	1640
639	955
639	431
639	1333
637	748
634	2060
634	446
634	839
630	1897
627	1865
624	1390
624	1435
625	1385
623	1753
620	1475
619	1499
618	472
617	1681
617	1535
615	441
614	1563
612	639
608	1607
605	477
603	504
592	1708
595	1508
595	1459
593	1529
587	1739
590	1667
587	1409
588	479
581	507
579	1479
581	1579
574	1737
576	1609
573	1669
569	1665
570	528
563	1719
562	1578
559	1636
556	1761
553	1489
547	493
543	1462
539	448
536	1658
536	1463
531	1300
532	1752
524	1788
523	1919
522	532
519	1650
516	1443
495	1866
497	1474
489	1915
483	1569
483	824
475	1527
478	429
473	725
461	1392
459	523
457	1459
452	857
450	495
443	1408
436	641
432	1469
431	640
430	489
427	699
427	827
422	1009
420	522
416	1007
420	1511
411	908
408	509
408	706
407	1023
406	751
399	729
393	982
389	832
385	1137
382	1119
377	1117
382	663
377	1027
373	1055
370	744
369	967
368	1131
366	1455
358	1024
355	1231
350	1051
352	982
354	698
352	725
348	1164
347	634
340	922
341	994
327	607
317	1049
306	1314
301	1087
293	1060
231	661
202	1003
184	1084
