y	x
373	799
371	1545
371	226
369	264
367	981
364	1755
357	2044
351	1051
348	1015
348	2069
346	836
345	1286
346	420
343	228
341	2141
339	1082
338	1228
336	1159
331	910
331	1395
327	1830
325	960
324	1015
323	1375
322	2391
322	1244
321	1800
320	273
319	122
317	1099
312	208
306	1144
302	1069
302	1416
297	1537
297	515
298	1759
291	1211
291	724
285	447
283	1106
281	984
280	918
278	1299
277	1256
276	1202
274	1553
272	1347
269	964
268	847
268	571
263	449
261	1230
258	1411
256	1169
253	1565
252	1010
249	1086
244	831
239	1304
235	1410
239	1250
236	1404
233	1461
234	1022
230	1151
232	522
223	1109
218	412
214	1245
213	862
211	1402
209	1317
203	1469
203	1001
204	961
201	1068
198	1532
197	1260
195	1452
194	1383
192	1287
191	1509
189	237
184	815
184	1403
177	1401
180	1301
175	1522
174	370
173	1439
172	1204
169	1247
160	1111
159	998
158	1259
155	763
149	944
147	1208
149	451
146	919
146	1309
143	338
142	1127
142	620
138	1420
135	718
134	1218
133	274
132	1399
125	923
122	1025
117	1465
113	1180
108	835
107	1140
107	949
102	1350
101	1274
99	1024
100	673
95	820
93	865
90	1324
85	328
85	850
78	1171
80	1051
77	1458
73	1130
71	1232
60	1024
57	1474
57	1213
53	1171
47	1443
47	1069
42	1134
38	655
37	1352
35	1379
36	1084
32	423
31	493
29	380
25	1469
23	1122
22	998
20	1356
17	811
8	1068
6	1378
3	1010
